"test","1","features/color/01/train/0001/01_0001_(10_03_21_20_37_17)_c","80","1","اسم الله","اسم الله"
"test","1","features/color/01/train/0001/01_0001_(10_03_21_20_37_21)_c","80","1","اسم الله","اسم الله"
"test","1","features/color/01/train/0001/01_0001_(10_03_21_20_37_24)_c","80","1","اسم الله","اسم الله"
"test","1","features/color/01/train/0001/01_0001_(10_03_21_20_37_29)_c","80","1","اسم الله","اسم الله"
"test","1","features/color/01/train/0001/01_0001_(10_03_21_20_37_33)_c","80","1","اسم الله","اسم الله"
"test","1","features/color/01/train/0001/01_0001_(10_03_21_20_38_50)_c","80","1","اسم الله","اسم الله"
"test","1","features/color/01/train/0001/01_0001_(10_03_21_20_38_54)_c","80","1","اسم الله","اسم الله"
"test","1","features/color/01/train/0001/01_0001_(10_03_21_20_38_57)_c","80","1","اسم الله","اسم الله"
"test","1","features/color/01/train/0001/01_0001_(10_03_21_20_39_01)_c","80","1","اسم الله","اسم الله"
"test","1","features/color/01/train/0001/01_0001_(10_03_21_20_39_05)_c","80","1","اسم الله","اسم الله"
"test","1","features/color/01/train/0001/01_0001_(10_03_21_20_39_09)_c","80","1","اسم الله","اسم الله"
"test","1","features/color/01/train/0001/01_0001_(10_03_21_20_39_13)_c","80","1","اسم الله","اسم الله"
"test","1","features/color/01/train/0001/01_0001_(13_02_21_19_07_51)_c","80","1","اسم الله","اسم الله"
"test","1","features/color/01/train/0001/01_0001_(13_02_21_19_07_57)_c","80","1","اسم الله","اسم الله"
"test","1","features/color/01/train/0001/01_0001_(13_02_21_19_08_04)_c","80","1","اسم الله","اسم الله"
"test","1","features/color/01/train/0001/01_0001_(13_02_21_19_08_07)_c","80","1","اسم الله","اسم الله"
"test","1","features/color/01/train/0001/01_0001_(13_02_21_19_09_53)_c","80","1","اسم الله","اسم الله"
"test","1","features/color/01/train/0001/01_0001_(13_02_21_19_09_56)_c","80","1","اسم الله","اسم الله"
"test","1","features/color/01/train/0001/01_0001_(13_02_21_19_09_59)_c","80","1","اسم الله","اسم الله"
"test","1","features/color/01/train/0001/01_0001_(13_02_21_19_10_02)_c","80","1","اسم الله","اسم الله"
"test","1","features/color/01/train/0001/01_0001_(13_02_21_19_10_04)_c","80","1","اسم الله","اسم الله"
"test","1","features/color/01/train/0001/01_0001_(13_02_21_19_10_07)_c","80","1","اسم الله","اسم الله"
"test","1","features/color/01/train/0001/01_0001_(13_02_21_19_10_11)_c","80","1","اسم الله","اسم الله"
"test","1","features/color/01/train/0001/01_0001_(13_02_21_19_10_14)_c","80","1","اسم الله","اسم الله"
"test","2","features/color/01/train/0002/01_0002_(10_03_21_20_53_42)_c","80","1","الحمد الله","حمد الله"
"test","2","features/color/01/train/0002/01_0002_(10_03_21_20_53_47)_c","80","1","الحمد الله","حمد الله"
"test","2","features/color/01/train/0002/01_0002_(10_03_21_20_53_53)_c","80","1","الحمد الله","حمد الله"
"test","2","features/color/01/train/0002/01_0002_(10_03_21_20_53_58)_c","80","1","الحمد الله","حمد الله"
"test","2","features/color/01/train/0002/01_0002_(10_03_21_20_54_03)_c","80","1","الحمد الله","حمد الله"
"test","2","features/color/01/train/0002/01_0002_(10_03_21_20_54_08)_c","80","1","الحمد الله","حمد الله"
"test","2","features/color/01/train/0002/01_0002_(10_03_21_20_54_13)_c","80","1","الحمد الله","حمد الله"
"test","2","features/color/01/train/0002/01_0002_(10_03_21_20_54_18)_c","80","1","الحمد الله","حمد الله"
"test","2","features/color/01/train/0002/01_0002_(10_03_21_20_54_24)_c","80","1","الحمد الله","حمد الله"
"test","2","features/color/01/train/0002/01_0002_(10_03_21_20_54_28)_c","80","1","الحمد الله","حمد الله"
"test","2","features/color/01/train/0002/01_0002_(10_03_21_20_54_47)_c","80","1","الحمد الله","حمد الله"
"test","2","features/color/01/train/0002/01_0002_(10_03_21_20_54_52)_c","80","1","الحمد الله","حمد الله"
"test","2","features/color/01/train/0002/01_0002_(10_03_21_20_55_03)_c","80","1","الحمد الله","حمد الله"
"test","2","features/color/01/train/0002/01_0002_(13_02_21_19_45_04)_c","80","1","الحمد الله","حمد الله"
"test","2","features/color/01/train/0002/01_0002_(13_02_21_19_45_11)_c","80","1","الحمد الله","حمد الله"
"test","2","features/color/01/train/0002/01_0002_(13_02_21_19_45_15)_c","80","1","الحمد الله","حمد الله"
"test","2","features/color/01/train/0002/01_0002_(13_02_21_19_45_18)_c","80","1","الحمد الله","حمد الله"
"test","2","features/color/01/train/0002/01_0002_(13_02_21_19_45_22)_c","80","1","الحمد الله","حمد الله"
